sample_name,source_dataset,original_database_id,original_id,eval_id,query_id,original_url,original_url_note,formula,ideal_chemistry,target_formula_key,space_group,crystal_system,target_phase_id,formula_group_id,candidate_source_origin,fit_status,fit_rwp_percent,fit_peak_window_rwp,fit_peak_window_pearson,fit_matched_peak_fraction,fit_background_fraction,warning_flags,public_spectrum_path,public_cif_path
Ca2ZnSi2O7_113,RRUFF,RRUFF:R040026-1,R040026-1,RRUFF:R040026-1,rruff__R040026-1,https://rruff.info/R040026,inferred_from_rruff_id,Ca2ZnSi2O7,Ca2ZnSi2O7,Ca2ZnSi2O7,113,tetragonal,rruff_amcsd_0010703,Ca2|O7|Si2|Zn1::sg::113,rruff,fit_quality_filtered,26.63019142095172,26.045043151643167,0.9741313951910213,1.0,0.5021588441444351,[],real_spectra/Ca2ZnSi2O7_113/Ca2ZnSi2O7_113.xy,real_spectra/Ca2ZnSi2O7_113/Ca2ZnSi2O7_113.cif
Ca3Al2(SiO4)3_230,RRUFF,RRUFF:R060499-1,R060499-1,RRUFF:R060499-1,rruff__R060499-1,https://rruff.info/R060499,inferred_from_rruff_id,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,Ca3Al2(SiO4)3,230,cubic,rruff_amcsd_0000243,Al2|Ca3|O12|Si3::sg::230,rruff,fit_quality_filtered,13.347716758781436,17.8604344762981,0.9912200244933621,0.75,0.5993966335711968,[],real_spectra/Ca3Al2(SiO4)3_230/Ca3Al2(SiO4)3_230.xy,real_spectra/Ca3Al2(SiO4)3_230/Ca3Al2(SiO4)3_230.cif
Ca3Al2H6S(OF)8_15,RRUFF,RRUFF:R050141-1,R050141-1,RRUFF:R050141-1,rruff__R050141-1,https://rruff.info/R050141,inferred_from_rruff_id,Ca3Al2H6S(OF)8,Ca3Al2H6S(OF)8,Ca3Al2H6S(OF)8,15,monoclinic,rruff_amcsd_0014772,Al2|Ca3|F8|H6|O8|S1::sg::15,rruff,fit_quality_filtered,42.54033119538306,43.91131272004879,0.7969628159240603,0.625,0.39740062968674245,[],real_spectra/Ca3Al2H6S(OF)8_15/Ca3Al2H6S(OF)8_15.xy,real_spectra/Ca3Al2H6S(OF)8_15/Ca3Al2H6S(OF)8_15.cif
Ca3B6(H4O5)4_15,RRUFF,RRUFF:R060685-1,R060685-1,RRUFF:R060685-1,rruff__R060685-1,https://rruff.info/R060685,inferred_from_rruff_id,Ca3B6(H4O5)4,Ca3B6(H4O5)4,Ca3B6(H4O5)4,15,monoclinic,rruff_amcsd_0015605,B6|Ca3|H16|O20::sg::15,rruff,fit_quality_filtered,25.49488154678439,25.510683257743345,0.9418750184874264,0.75,0.5332301275762615,[],real_spectra/Ca3B6(H4O5)4_15/Ca3B6(H4O5)4_15.xy,real_spectra/Ca3B6(H4O5)4_15/Ca3B6(H4O5)4_15.cif
Ca3Cr2(SiO4)3_230,RRUFF,RRUFF:R061041-1,R061041-1,RRUFF:R061041-1,rruff__R061041-1,https://rruff.info/R061041,inferred_from_rruff_id,Ca3Cr2(SiO4)3,Ca3Cr2(SiO4)3,Ca3Cr2(SiO4)3,230,cubic,rruff_amcsd_0008734,Ca3|Cr2|O12|Si3::sg::230,rruff,fit_quality_filtered,16.596000876315596,22.42631694117676,0.984317370505177,0.75,0.593728340251338,[],real_spectra/Ca3Cr2(SiO4)3_230/Ca3Cr2(SiO4)3_230.xy,real_spectra/Ca3Cr2(SiO4)3_230/Ca3Cr2(SiO4)3_230.cif
Ca3Fe2(SiO4)3_230,RRUFF,RRUFF:R060358-1,R060358-1,RRUFF:R060358-1,rruff__R060358-1,https://rruff.info/R060358,inferred_from_rruff_id,Ca3Fe2(SiO4)3,Ca3Fe2(SiO4)3,Ca3Fe2(SiO4)3,230,cubic,rruff_amcsd_0000246,Ca3|Fe2|O12|Si3::sg::230,rruff,fit_quality_filtered,14.18375239184129,13.698832213846407,0.927569796924508,0.875,0.9199825409611617,[],real_spectra/Ca3Fe2(SiO4)3_230/Ca3Fe2(SiO4)3_230.xy,real_spectra/Ca3Fe2(SiO4)3_230/Ca3Fe2(SiO4)3_230.cif
Ca3Mg(SiO4)2_14,RRUFF,RRUFF:R070195-1,R070195-1,RRUFF:R070195-1,rruff__R070195-1,https://rruff.info/R070195,inferred_from_rruff_id,Ca3Mg(SiO4)2,Ca3Mg(SiO4)2,Ca3Mg(SiO4)2,14,monoclinic,rruff_amcsd_0000294,Ca3|Mg1|O8|Si2::sg::14,rruff,fit_quality_filtered,41.86944457785625,42.93358974704958,0.8282724346301223,0.75,0.5336866636990136,[],real_spectra/Ca3Mg(SiO4)2_14/Ca3Mg(SiO4)2_14.xy,real_spectra/Ca3Mg(SiO4)2_14/Ca3Mg(SiO4)2_14.cif
Ca3MnSi2Pb2O7_1,opXRD,opXRD:001171,1171,opXRD:001171,opxrd__001171,,not_recorded_in_manifest,Ca3MnSi2Pb2O7,Ca3MnSi2Pb2O7,Ca3MnSi2Pb2O7,1,triclinic,opxrd_001171,Ca3|Mn1|O7|Pb2|Si2::sg::1,opxrd,fit_quality_filtered,3.1299854983553193,3.5021852168294947,0.999768017360293,0.5,0.06952464019622837,"[""trimmed_below_5deg""]",real_spectra/Ca3MnSi2Pb2O7_1/Ca3MnSi2Pb2O7_1.xy,real_spectra/Ca3MnSi2Pb2O7_1/Ca3MnSi2Pb2O7_1.cif
Ca4Si3O10_1,opXRD,opXRD:000766,766,opXRD:000766,opxrd__000766,,not_recorded_in_manifest,Ca4Si3O10,Ca4Si3O10,Ca4Si3O10,1,triclinic,opxrd_000766,Ca4|O10|Si3::sg::1,opxrd,fit_quality_filtered,2.6832755301806004,3.0660202494736364,0.9997554845563443,0.5,0.09699603918665144,[],real_spectra/Ca4Si3O10_1/Ca4Si3O10_1.xy,real_spectra/Ca4Si3O10_1/Ca4Si3O10_1.cif
Ca5(SiO3)3_1,opXRD,opXRD:000419,419,opXRD:000419,opxrd__000419,,not_recorded_in_manifest,Ca5(SiO3)3,Ca5(SiO3)3,Ca5(SiO3)3,1,triclinic,opxrd_000419,Ca5|O9|Si3::sg::1,opxrd,fit_quality_filtered,2.307730319098597,2.5151207912067512,0.9998038806127275,0.5,0.13371012172094748,"[""marginal_peak_match""]",real_spectra/Ca5(SiO3)3_1/Ca5(SiO3)3_1.xy,real_spectra/Ca5(SiO3)3_1/Ca5(SiO3)3_1.cif
Ca5As3O12F_1,opXRD,opXRD:000914,914,opXRD:000914,opxrd__000914,,not_recorded_in_manifest,Ca5As3O12F,Ca5As3O12F,Ca5As3O12F,1,triclinic,opxrd_000914,As3|Ca5|F1|O12::sg::1,opxrd,fit_quality_filtered,0.7658520860511335,0.8306457447522577,0.9999888759081715,0.5,0.10108843514175782,"[""marginal_peak_match""]",real_spectra/Ca5As3O12F_1/Ca5As3O12F_1.xy,real_spectra/Ca5As3O12F_1/Ca5As3O12F_1.cif
Ca5P3ClO12_176,RRUFF,RRUFF:R060192-1,R060192-1,RRUFF:R060192-1,rruff__R060192-1,https://rruff.info/R060192,inferred_from_rruff_id,Ca5P3ClO12,Ca5P3ClO12,Ca5P3ClO12,176,hexagonal,rruff_amcsd_0017642,Ca5|Cl1|O12|P3::sg::176,rruff,fit_quality_filtered,39.33700488396097,39.6589872263336,0.8746428714475696,0.625,0.8003214030760302,[],real_spectra/Ca5P3ClO12_176/Ca5P3ClO12_176.xy,real_spectra/Ca5P3ClO12_176/Ca5P3ClO12_176.cif
Ca5P3O12F_176,RRUFF,RRUFF:R050529-1,R050529-1,RRUFF:R050529-1,rruff__R050529-1,https://rruff.info/R050529,inferred_from_rruff_id,Ca5P3O12F,Ca5P3O12F,Ca5P3O12F,176,hexagonal,rruff_amcsd_0001256,Ca5|F1|O12|P3::sg::176,rruff,fit_quality_filtered,12.230971149753874,16.61381662608072,0.9948239611051984,0.75,0.43818687244235965,[],real_spectra/Ca5P3O12F_176/Ca5P3O12F_176.xy,real_spectra/Ca5P3O12F_176/Ca5P3O12F_176.cif
Ca5Si2C2O13_14,RRUFF,RRUFF:R050227-1,R050227-1,RRUFF:R050227-1,rruff__R050227-1,https://rruff.info/R050227,inferred_from_rruff_id,Ca5Si2C2O13,Ca5Si2C2O13,Ca5Si2C2O13,14,monoclinic,rruff_amcsd_0006060,C2|Ca5|O13|Si2::sg::14,rruff,fit_quality_filtered,36.38180913645946,36.94745219024246,0.9073242948204869,0.875,0.4448729814812849,[],real_spectra/Ca5Si2C2O13_14/Ca5Si2C2O13_14.xy,real_spectra/Ca5Si2C2O13_14/Ca5Si2C2O13_14.cif
Ca5Si2CO11_14,RRUFF,RRUFF:R050236-1,R050236-1,RRUFF:R050236-1,rruff__R050236-1,https://rruff.info/R050236,inferred_from_rruff_id,Ca5Si2CO11,Ca5Si2CO11,Ca5Si2CO11,14,monoclinic,rruff_amcsd_0006059,C1|Ca5|O11|Si2::sg::14,rruff,fit_quality_filtered,13.7885513833793,20.109500202913235,0.9789287150212967,0.625,0.421364840001347,[],real_spectra/Ca5Si2CO11_14/Ca5Si2CO11_14.xy,real_spectra/Ca5Si2CO11_14/Ca5Si2CO11_14.cif
Ca6MnSi6Pb2(SO16)2_12,RRUFF,RRUFF:R070713-1,R070713-1,RRUFF:R070713-1,rruff__R070713-1,https://rruff.info/R070713,inferred_from_rruff_id,Ca6MnSi6Pb2(SO16)2,Ca6MnSi6Pb2(SO16)2,Ca6MnSi6Pb2(SO16)2,12,monoclinic,rruff_amcsd_0000963,Ca6|Mn1|O32|Pb2|S2|Si6::sg::12,rruff,fit_quality_filtered,24.37493307519366,24.93650171090314,0.8175490359019062,0.875,0.6860879062302068,[],real_spectra/Ca6MnSi6Pb2(SO16)2_12/Ca6MnSi6Pb2(SO16)2_12.xy,real_spectra/Ca6MnSi6Pb2(SO16)2_12/Ca6MnSi6Pb2(SO16)2_12.cif
Ca7NbSi4O17F_1,opXRD,opXRD:000334,334,opXRD:000334,opxrd__000334,,not_recorded_in_manifest,Ca7NbSi4O17F,Ca7NbSi4O17F,Ca7NbSi4O17F,1,triclinic,opxrd_000334,Ca7|F1|Nb1|O17|Si4::sg::1,opxrd,fit_quality_filtered,2.5185955992210842,2.8894083462400584,0.9997721494995292,0.5,0.221861973105539,"[""trimmed_below_5deg""]",real_spectra/Ca7NbSi4O17F_1/Ca7NbSi4O17F_1.xy,real_spectra/Ca7NbSi4O17F_1/Ca7NbSi4O17F_1.cif
CaAl2(OF)4_15,RRUFF,RRUFF:R050668-1,R050668-1,RRUFF:R050668-1,rruff__R050668-1,https://rruff.info/R050668,inferred_from_rruff_id,CaAl2(OF)4,CaAl2(OF)4,CaAl2(OF)4,15,monoclinic,rruff_amcsd_0012448,Al2|Ca1|F4|O4::sg::15,rruff,fit_quality_filtered,11.184367221042663,14.6216530838506,0.9934786253642307,0.875,0.7012748207288907,[],real_spectra/CaAl2(OF)4_15/CaAl2(OF)4_15.xy,real_spectra/CaAl2(OF)4_15/CaAl2(OF)4_15.cif
CaAl2(SiO4)2_2,RRUFF,RRUFF:R060275-1,R060275-1,RRUFF:R060275-1,rruff__R060275-1,https://rruff.info/R060275,inferred_from_rruff_id,CaAl2(SiO4)2,CaAl2(SiO4)2,CaAl2(SiO4)2,2,triclinic,rruff_amcsd_0000370,Al2|Ca1|O8|Si2::sg::2,rruff,fit_quality_filtered,11.87344700597364,16.40386187928849,0.9928170819113985,0.75,0.5067076398269605,[],real_spectra/CaAl2(SiO4)2_2/CaAl2(SiO4)2_2.xy,real_spectra/CaAl2(SiO4)2_2/CaAl2(SiO4)2_2.cif
CaAl2Si2H5O11_1,opXRD,opXRD:000683,683,opXRD:000683,opxrd__000683,,not_recorded_in_manifest,CaAl2Si2H5O11,CaAl2Si2H5O11,CaAl2Si2H5O11,1,triclinic,opxrd_000683,Al2|Ca1|H5|O11|Si2::sg::1,opxrd,fit_quality_filtered,0.3611209448098235,0.4244957015693829,0.9999945285496862,0.5,0.09906059612710154,"[""marginal_peak_match""]",real_spectra/CaAl2Si2H5O11_1/CaAl2Si2H5O11_1.xy,real_spectra/CaAl2Si2H5O11_1/CaAl2Si2H5O11_1.cif
CaAlB3O7_67,RRUFF,RRUFF:R070640-1,R070640-1,RRUFF:R070640-1,rruff__R070640-1,https://rruff.info/R070640,inferred_from_rruff_id,CaAlB3O7,CaAlB3O7,CaAlB3O7,67,orthorhombic,rruff_amcsd_0007267,Al1|B3|Ca1|O7::sg::67,rruff,fit_quality_filtered,30.406219819198878,30.201069898522043,0.9735659210149635,0.625,0.5617135490288916,[],real_spectra/CaAlB3O7_67/CaAlB3O7_67.xy,real_spectra/CaAlB3O7_67/CaAlB3O7_67.cif
CaAlSiHO5_19,RRUFF,RRUFF:R050397-1,R050397-1,RRUFF:R050397-1,rruff__R050397-1,https://rruff.info/R050397,inferred_from_rruff_id,CaAlSiHO5,CaAlSiHO5,CaAlSiHO5,19,orthorhombic,rruff_amcsd_0000525,Al1|Ca1|H1|O5|Si1::sg::19,rruff,fit_quality_filtered,34.48973208232245,35.66702284555438,0.9153125310192656,0.875,0.4636148875615046,[],real_spectra/CaAlSiHO5_19/CaAlSiHO5_19.xy,real_spectra/CaAlSiHO5_19/CaAlSiHO5_19.cif
CaB3H7O9_2,RRUFF,RRUFF:R050671-1,R050671-1,RRUFF:R050671-1,rruff__R050671-1,https://rruff.info/R050671,inferred_from_rruff_id,CaB3H7O9,CaB3H7O9,CaB3H7O9,2,triclinic,rruff_amcsd_0005296,B3|Ca1|H7|O9::sg::2,rruff,fit_quality_filtered,29.872789897117002,33.28105771298346,0.9294387966507476,0.875,0.7523341260297824,[],real_spectra/CaB3H7O9_2/CaB3H7O9_2.xy,real_spectra/CaB3H7O9_2/CaB3H7O9_2.cif
CaBePO5_14,RRUFF,RRUFF:R050520-1,R050520-1,RRUFF:R050520-1,rruff__R050520-1,https://rruff.info/R050520,inferred_from_rruff_id,CaBePO5,CaBePO5,CaBePO5,14,monoclinic,rruff_amcsd_0000413,Be1|Ca1|O5|P1::sg::14,rruff,fit_quality_filtered,13.16757170747424,18.431471601339165,0.9906676440058365,0.875,0.5408105689442085,[],real_spectra/CaBePO5_14/CaBePO5_14.xy,real_spectra/CaBePO5_14/CaBePO5_14.cif
CaCO3_167,RRUFF,RRUFF:R050128-1,R050128-1,RRUFF:R050128-1,rruff__R050128-1,https://rruff.info/R050128,inferred_from_rruff_id,CaCO3,CaCO3,CaCO3,167,trigonal_hex,rruff_amcsd_0000098,C1|Ca1|O3::sg::167,rruff,fit_quality_filtered,10.060210456264361,12.829743047113176,0.9965168193452842,0.8571428571428571,0.43711059782680073,[],real_spectra/CaCO3_167/CaCO3_167.xy,real_spectra/CaCO3_167/CaCO3_167.cif
CaCO3_62,RRUFF,RRUFF:R040078-1,R040078-1,RRUFF:R040078-1,rruff__R040078-1,https://rruff.info/R040078,inferred_from_rruff_id,CaCO3,CaCO3,CaCO3,62,orthorhombic,rruff_amcsd_0000233,C1|Ca1|O3::sg::62,rruff,fit_quality_filtered,26.786858033035198,25.53652975917473,0.9835973778564933,0.875,0.4194122913339331,[],real_spectra/CaCO3_62/CaCO3_62.xy,real_spectra/CaCO3_62/CaCO3_62.cif
CaCu2SiH2O5_1,opXRD,opXRD:000699,699,opXRD:000699,opxrd__000699,,not_recorded_in_manifest,CaCu2SiH2O5,CaCu2SiH2O5,CaCu2SiH2O5,1,triclinic,opxrd_000699,Ca1|Cu2|H2|O5|Si1::sg::1,opxrd,fit_quality_filtered,1.4905569612736027,1.6705392048256222,0.999941389908463,0.5,0.16399003861917144,"[""marginal_peak_match""]",real_spectra/CaCu2SiH2O5_1/CaCu2SiH2O5_1.xy,real_spectra/CaCu2SiH2O5_1/CaCu2SiH2O5_1.cif
CaCuB(HO)6_1,opXRD,opXRD:000535,535,opXRD:000535,opxrd__000535,,not_recorded_in_manifest,CaCuB(HO)6,CaCuB(HO)6,CaCuB(HO)6,1,triclinic,opxrd_000535,B1|Ca1|Cu1|H6|O6::sg::1,opxrd,fit_quality_filtered,2.894105815278275,3.3494751685658435,0.9997680146179576,0.5,0.13931128422428077,[],real_spectra/CaCuB(HO)6_1/CaCuB(HO)6_1.xy,real_spectra/CaCuB(HO)6_1/CaCuB(HO)6_1.cif
CaF2_225,RRUFF,RRUFF:R050045-1,R050045-1,RRUFF:R050045-1,rruff__R050045-1,https://rruff.info/R050045,inferred_from_rruff_id,CaF2,CaF2,CaF2,225,cubic,rruff_amcsd_0008645,Ca1|F2::sg::225,rruff,fit_quality_filtered,10.345769455766266,11.85177861797737,0.9964628749980051,1.0,0.33176687476325667,[],real_spectra/CaF2_225/CaF2_225.xy,real_spectra/CaF2_225/CaF2_225.cif
CaFe(SiO3)2_15,RRUFF,RRUFF:R070136-1,R070136-1,RRUFF:R070136-1,rruff__R070136-1,https://rruff.info/R070136,inferred_from_rruff_id,CaFe(SiO3)2,CaFe(SiO3)2,CaFe(SiO3)2,15,monoclinic,rruff_amcsd_0000345,Ca1|Fe1|O6|Si2::sg::15,rruff,fit_quality_filtered,10.68569835207416,12.250779046150614,0.9334582437427078,0.625,0.9474856107809567,[],real_spectra/CaFe(SiO3)2_15/CaFe(SiO3)2_15.xy,real_spectra/CaFe(SiO3)2_15/CaFe(SiO3)2_15.cif
CaGeH6CSO6_1,opXRD,opXRD:000103,103,opXRD:000103,opxrd__000103,,not_recorded_in_manifest,CaGeH6CSO6,CaGeH6CSO6,CaGeH6CSO6,1,triclinic,opxrd_000103,C1|Ca1|Ge1|H6|O6|S1::sg::1,opxrd,fit_quality_filtered,1.010940108066316,1.082398690522455,0.9999763678891994,0.5,0.19172093654025352,"[""marginal_peak_match""]",real_spectra/CaGeH6CSO6_1/CaGeH6CSO6_1.xy,real_spectra/CaGeH6CSO6_1/CaGeH6CSO6_1.cif
CaMg(CO3)2_148,RRUFF,RRUFF:R040030-1,R040030-1,RRUFF:R040030-1,rruff__R040030-1,https://rruff.info/R040030,inferred_from_rruff_id,CaMg(CO3)2,CaMg(CO3)2,CaMg(CO3)2,148,trigonal_hex,rruff_amcsd_0000086,C2|Ca1|Mg1|O6::sg::148,rruff,fit_quality_filtered,27.23933763789696,14.145313767601136,0.9976884191933746,1.0,0.5302922580835425,[],real_spectra/CaMg(CO3)2_148/CaMg(CO3)2_148.xy,real_spectra/CaMg(CO3)2_148/CaMg(CO3)2_148.cif
CaMg(SiO3)2_15,RRUFF,RRUFF:R070123-1,R070123-1,RRUFF:R070123-1,rruff__R070123-1,https://rruff.info/R070123,inferred_from_rruff_id,CaMg(SiO3)2,CaMg(SiO3)2,CaMg(SiO3)2,15,monoclinic,rruff_amcsd_0000340,Ca1|Mg1|O6|Si2::sg::15,rruff,fit_quality_filtered,16.29373095035091,16.94642525753231,0.8849906578115684,0.75,0.8593773235341355,[],real_spectra/CaMg(SiO3)2_15/CaMg(SiO3)2_15.xy,real_spectra/CaMg(SiO3)2_15/CaMg(SiO3)2_15.cif
CaMg3(CO3)4_155,RRUFF,RRUFF:R040126-1,R040126-1,RRUFF:R040126-1,rruff__R040126-1,https://rruff.info/R040126,inferred_from_rruff_id,CaMg3(CO3)4,CaMg3(CO3)4,CaMg3(CO3)4,155,trigonal_hex,rruff_amcsd_0001006,C4|Ca1|Mg3|O12::sg::155,rruff,fit_quality_filtered,8.894243026156627,11.562371080606463,0.9970396627337116,0.875,0.5445765611275475,[],real_spectra/CaMg3(CO3)4_155/CaMg3(CO3)4_155.xy,real_spectra/CaMg3(CO3)4_155/CaMg3(CO3)4_155.cif
CaMgPH2O5_1,opXRD,opXRD:001025,1025,opXRD:001025,opxrd__001025,,not_recorded_in_manifest,CaMgPH2O5,CaMgPH2O5,CaMgPH2O5,1,triclinic,opxrd_001025,Ca1|H2|Mg1|O5|P1::sg::1,opxrd,fit_quality_filtered,0.6549394092945948,0.7248754484922482,0.9999869785981167,0.625,0.11614011447004324,[],real_spectra/CaMgPH2O5_1/CaMgPH2O5_1.xy,real_spectra/CaMgPH2O5_1/CaMgPH2O5_1.cif
CaMgSiO3_1,opXRD,opXRD:000776,776,opXRD:000776,opxrd__000776,,not_recorded_in_manifest,CaMgSiO3,CaMgSiO3,CaMgSiO3,1,triclinic,opxrd_000776,Ca1|Mg1|O3|Si1::sg::1,opxrd,fit_quality_filtered,30.947940829581867,44.864716006660124,0.8028901631241901,0.5,0.8301317132579258,"[""marginal_peak_match""]",real_spectra/CaMgSiO3_1/CaMgSiO3_1.xy,real_spectra/CaMgSiO3_1/CaMgSiO3_1.cif
CaMgSiO4_62,RRUFF,RRUFF:R040115-1,R040115-1,RRUFF:R040115-1,rruff__R040115-1,https://rruff.info/R040115,inferred_from_rruff_id,CaMgSiO4,CaMgSiO4,CaMgSiO4,62,orthorhombic,rruff_amcsd_0001096,Ca1|Mg1|O4|Si1::sg::62,rruff,fit_quality_filtered,23.25237811825769,24.959190633178395,0.8269064738794141,1.0,0.8350768950858019,[],real_spectra/CaMgSiO4_62/CaMgSiO4_62.xy,real_spectra/CaMgSiO4_62/CaMgSiO4_62.cif
CaMn(SiO3)2_2,RRUFF,RRUFF:R040014-1,R040014-1,RRUFF:R040014-1,rruff__R040014-1,https://rruff.info/R040014,inferred_from_rruff_id,CaMn(SiO3)2,CaMn(SiO3)2,CaMn(SiO3)2,2,triclinic,rruff_amcsd_0010598,Ca1|Mn1|O6|Si2::sg::2,rruff,fit_quality_filtered,15.389737351914642,20.51770855290609,0.7856552689363885,0.75,0.9636355579308024,[],real_spectra/CaMn(SiO3)2_2/CaMn(SiO3)2_2.xy,real_spectra/CaMn(SiO3)2_2/CaMn(SiO3)2_2.cif
CaMn2O4_57,RRUFF,RRUFF:R060829-1,R060829-1,RRUFF:R060829-1,rruff__R060829-1,https://rruff.info/R060829,inferred_from_rruff_id,CaMn2O4,CaMn2O4,CaMn2O4,57,orthorhombic,rruff_amcsd_0012829,Ca1|Mn2|O4::sg::57,rruff,fit_quality_filtered,14.934246328368456,15.959643752620135,0.7465891497716346,0.75,0.9508017361084,[],real_spectra/CaMn2O4_57/CaMn2O4_57.xy,real_spectra/CaMn2O4_57/CaMn2O4_57.cif
CaMoO4_88,RRUFF,RRUFF:R050355-1,R050355-1,RRUFF:R050355-1,rruff__R050355-1,https://rruff.info/R050355,inferred_from_rruff_id,CaMoO4,CaMoO4,CaMoO4,88,tetragonal,rruff_amcsd_0013207,Ca1|Mo1|O4::sg::88,rruff,fit_quality_filtered,28.800238409304047,22.80893896128722,0.9933483747955066,0.875,0.27516866242638305,[],real_spectra/CaMoO4_88/CaMoO4_88.xy,real_spectra/CaMoO4_88/CaMoO4_88.cif
CaSi(HO2)2_43,RRUFF,RRUFF:R060917-1,R060917-1,RRUFF:R060917-1,rruff__R060917-1,https://rruff.info/R060917,inferred_from_rruff_id,CaSi(HO2)2,CaSi(HO2)2,CaSi(HO2)2,43,orthorhombic,rruff_amcsd_0012227,Ca1|H2|O4|Si1::sg::43,rruff,fit_quality_filtered,31.543697847838985,30.313989850912755,0.9795395157529918,0.75,0.5266114906503863,[],real_spectra/CaSi(HO2)2_43/CaSi(HO2)2_43.xy,real_spectra/CaSi(HO2)2_43/CaSi(HO2)2_43.cif
CaSi2(BO4)2_62,RRUFF,RRUFF:R050602-1,R050602-1,RRUFF:R050602-1,rruff__R050602-1,https://rruff.info/R050602,inferred_from_rruff_id,CaSi2(BO4)2,CaSi2(BO4)2,CaSi2(BO4)2,62,orthorhombic,rruff_amcsd_0000395,B2|Ca1|O8|Si2::sg::62,rruff,fit_quality_filtered,33.332001034133114,33.09169308799888,0.9780832485969045,0.875,0.40678512015431756,[],real_spectra/CaSi2(BO4)2_62/CaSi2(BO4)2_62.xy,real_spectra/CaSi2(BO4)2_62/CaSi2(BO4)2_62.cif
CaSiH10CSO9_1,opXRD,opXRD:001088,1088,opXRD:001088,opxrd__001088,,not_recorded_in_manifest,CaSiH10CSO9,CaSiH10CSO9,CaSiH10CSO9,1,triclinic,opxrd_001088,C1|Ca1|H10|O9|S1|Si1::sg::1,opxrd,fit_quality_filtered,3.573145357157209,3.788978173707568,0.9996467577403969,0.5,0.04155235114246635,"[""marginal_peak_match""]",real_spectra/CaSiH10CSO9_1/CaSiH10CSO9_1.xy,real_spectra/CaSiH10CSO9_1/CaSiH10CSO9_1.cif
CaV2O8_1,opXRD,opXRD:000545,545,opXRD:000545,opxrd__000545,,not_recorded_in_manifest,CaV2O8,CaV2O8,CaV2O8,1,triclinic,opxrd_000545,Ca1|O8|V2::sg::1,opxrd,fit_quality_filtered,11.774094249598772,14.495687234654438,0.9960783072846411,0.5,0.6839230053479219,[],real_spectra/CaV2O8_1/CaV2O8_1.xy,real_spectra/CaV2O8_1/CaV2O8_1.cif
CaV2P2(H4O7)2_1,opXRD,opXRD:000497,497,opXRD:000497,opxrd__000497,,not_recorded_in_manifest,CaV2P2(H4O7)2,CaV2P2(H4O7)2,CaV2P2(H4O7)2,1,triclinic,opxrd_000497,Ca1|H8|O14|P2|V2::sg::1,opxrd,fit_quality_filtered,0.7185849099871068,0.8137299322995567,0.9999823619125517,0.625,0.19485817191040217,[],real_spectra/CaV2P2(H4O7)2_1/CaV2P2(H4O7)2_1.xy,real_spectra/CaV2P2(H4O7)2_1/CaV2P2(H4O7)2_1.cif
CaWO4_88,RRUFF,RRUFF:R060417-1,R060417-1,RRUFF:R060417-1,rruff__R060417-1,https://rruff.info/R060417,inferred_from_rruff_id,CaWO4,CaWO4,CaWO4,88,tetragonal,rruff_amcsd_0013201,Ca1|O4|W1::sg::88,rruff,fit_quality_filtered,20.538160106639065,17.54785920227529,0.9936370924711724,1.0,0.4063188775866402,[],real_spectra/CaWO4_88/CaWO4_88.xy,real_spectra/CaWO4_88/CaWO4_88.cif
CaZnSiH2O5_9,RRUFF,RRUFF:R050416-1,R050416-1,RRUFF:R050416-1,rruff__R050416-1,https://rruff.info/R050416,inferred_from_rruff_id,CaZnSiH2O5,CaZnSiH2O5,CaZnSiH2O5,9,monoclinic,rruff_amcsd_0010788,Ca1|H2|O5|Si1|Zn1::sg::9,rruff,fit_quality_filtered,48.51327375045204,61.17429354183261,0.808083104565382,0.75,0.6245075393486763,[],real_spectra/CaZnSiH2O5_9/CaZnSiH2O5_9.xy,real_spectra/CaZnSiH2O5_9/CaZnSiH2O5_9.cif
CaZrAl9BO18_173,RRUFF,RRUFF:R060957-1,R060957-1,RRUFF:R060957-1,rruff__R060957-1,https://rruff.info/R060957,inferred_from_rruff_id,CaZrAl9BO18,CaZrAl9BO18,CaZrAl9BO18,173,hexagonal,rruff_amcsd_0000495,Al9|B1|Ca1|O18|Zr1::sg::173,rruff,fit_quality_filtered,33.61657255472744,34.22040615046387,0.9366920917689575,0.875,0.3606341931910078,[],real_spectra/CaZrAl9BO18_173/CaZrAl9BO18_173.xy,real_spectra/CaZrAl9BO18_173/CaZrAl9BO18_173.cif
CdCO3_167,RRUFF,RRUFF:R050677-1,R050677-1,RRUFF:R050677-1,rruff__R050677-1,https://rruff.info/R050677,inferred_from_rruff_id,CdCO3,CdCO3,CdCO3,167,trigonal_hex,rruff_amcsd_0000103,C1|Cd1|O3::sg::167,rruff,fit_quality_filtered,31.884013745074746,26.355171037743215,0.973907804937356,0.875,0.5073916630300894,[],real_spectra/CdCO3_167/CdCO3_167.xy,real_spectra/CdCO3_167/CdCO3_167.cif
CdS_186,RRUFF,RRUFF:R090045-1,R090045-1,RRUFF:R090045-1,rruff__R090045-1,https://rruff.info/R090045,inferred_from_rruff_id,CdS,CdS,CdS,186,hexagonal,rruff_amcsd_0011540,Cd1|S1::sg::186,rruff,fit_quality_filtered,30.88090151282266,25.6560935570999,0.9697301860501244,0.875,0.48393093644250923,[],real_spectra/CdS_186/CdS_186.xy,real_spectra/CdS_186/CdS_186.cif
