query_id,eval_id,sample_name,target_formula,target_formula_key,formula_group_id,target_space_group,target_space_group_symbol,target_crystal_system,target_phase_id,target_database,target_database_id,target_cif_path,mapping_basis,notes
gen_0091,Al2O3_8,Al2O3_8,Al2O3,Al2O3,Al2|O3::sg::8,8,Cm,monoclinic,mp-32591,materials_project,mp-32591,generated_spectra/all_1500/Al2O3_8/Al2O3_8.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0092,Al2O_1,Al2O_1,Al2O,Al2O,Al2|O1::sg::1,1,P1,triclinic,mp-1245215,materials_project,mp-1245215,generated_spectra/all_1500/Al2O_1/Al2O_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0093,Al2O_225,Al2O_225,Al2O,Al2O,Al2|O1::sg::225,225,Fm-3m,cubic,mp-8022,materials_project,mp-8022,generated_spectra/all_1500/Al2O_225/Al2O_225.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0094,Al2P2O11_3,Al2P2O11_3,Al2P2O11,Al2P2O11,Al2|O11|P2::sg::3,3,P2,monoclinic,cod_1568330,cod,1568330,generated_spectra/all_1500/Al2P2O11_3/Al2P2O11_3.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0095,Al2S3O29_2,Al2S3O29_2,Al2S3O29,Al2S3O29,Al2|O29|S3::sg::2,2,P-1,triclinic,cod_9000507,cod,9000507,generated_spectra/all_1500/Al2S3O29_2/Al2S3O29_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0096,Al2S3_1,Al2S3_1,Al2S3,Al2S3,Al2|S3::sg::1,1,P1,triclinic,mp-699208,materials_project,mp-699208,generated_spectra/all_1500/Al2S3_1/Al2S3_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0097,Al2S3_141,Al2S3_141,Al2S3,Al2S3,Al2|S3::sg::141,141,I4_1/amd,tetragonal,mp-684638,materials_project,mp-684638,generated_spectra/all_1500/Al2S3_141/Al2S3_141.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0098,Al2S3_156,Al2S3_156,Al2S3,Al2S3,Al2|S3::sg::156,156,P3m1,trigonal,mp-684676,materials_project,mp-684676,generated_spectra/all_1500/Al2S3_156/Al2S3_156.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0099,Al2S3_167,Al2S3_167,Al2S3,Al2S3,Al2|S3::sg::167,167,R-3c,trigonal,mp-1079029,materials_project,mp-1079029,generated_spectra/all_1500/Al2S3_167/Al2S3_167.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0100,Al2S3_169,Al2S3_169,Al2S3,Al2S3,Al2|S3::sg::169,169,P6_1,hexagonal,mp-2654,materials_project,mp-2654,generated_spectra/all_1500/Al2S3_169/Al2S3_169.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0101,Al2S3_9,Al2S3_9,Al2S3,Al2S3,Al2|S3::sg::9,9,Cc,monoclinic,mp-1228491,materials_project,mp-1228491,generated_spectra/all_1500/Al2S3_9/Al2S3_9.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0102,Al2Se3_1,Al2Se3_1,Al2Se3,Al2Se3,Al2|Se3::sg::1,1,P1,triclinic,mp-1247838,materials_project,mp-1247838,generated_spectra/all_1500/Al2Se3_1/Al2Se3_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0103,Al2Se3_141,Al2Se3_141,Al2Se3,Al2Se3,Al2|Se3::sg::141,141,I4_1/amd,tetragonal,mp-685120,materials_project,mp-685120,generated_spectra/all_1500/Al2Se3_141/Al2Se3_141.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0104,Al2Se3_146,Al2Se3_146,Al2Se3,Al2Se3,Al2|Se3::sg::146,146,R3,trigonal,mp-1247927,materials_project,mp-1247927,generated_spectra/all_1500/Al2Se3_146/Al2Se3_146.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0105,Al2Se3_9,Al2Se3_9,Al2Se3,Al2Se3,Al2|Se3::sg::9,9,Cc,monoclinic,mp-11674,materials_project,mp-11674,generated_spectra/all_1500/Al2Se3_9/Al2Se3_9.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0106,Al2Si2O7_1,Al2Si2O7_1,Al2Si2O7,Al2Si2O7,Al2|O7|Si2::sg::1,1,P1,triclinic,mp-731939,materials_project,mp-731939,generated_spectra/all_1500/Al2Si2O7_1/Al2Si2O7_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0107,Al2Si2O9_1,Al2Si2O9_1,Al2Si2O9,Al2Si2O9,Al2|O9|Si2::sg::1,1,P1,triclinic,mp-1103547,materials_project,mp-1103547,generated_spectra/all_1500/Al2Si2O9_1/Al2Si2O9_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0108,Al2Si2O9_8,Al2Si2O9_8,Al2Si2O9,Al2Si2O9,Al2|O9|Si2::sg::8,8,Cm,monoclinic,cod_1011247,cod,1011247,generated_spectra/all_1500/Al2Si2O9_8/Al2Si2O9_8.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0109,Al2Si4O11_2,Al2Si4O11_2,Al2Si4O11,Al2Si4O11,Al2|O11|Si4::sg::2,2,P-1,triclinic,mp-707135,materials_project,mp-707135,generated_spectra/all_1500/Al2Si4O11_2/Al2Si4O11_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0110,Al2Te3_14,Al2Te3_14,Al2Te3,Al2Te3,Al2|Te3::sg::14,14,P2_1/c,monoclinic,mp-29502,materials_project,mp-29502,generated_spectra/all_1500/Al2Te3_14/Al2Te3_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0111,Al2Zn3O6_6,Al2Zn3O6_6,Al2Zn3O6,Al2Zn3O6,Al2|O6|Zn3::sg::6,6,Pm,monoclinic,cod_3000024,cod,3000024,generated_spectra/all_1500/Al2Zn3O6_6/Al2Zn3O6_6.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0112,Al3(PO8)2_2,Al3(PO8)2_2,Al3(PO8)2,Al3(PO8)2,Al3|O16|P2::sg::2,2,P-1,triclinic,mp-1199889,materials_project,mp-1199889,generated_spectra/all_1500/Al3(PO8)2_2/Al3(PO8)2_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0113,Al3(SiO5)2_2,Al3(SiO5)2_2,Al3(SiO5)2,Al3(SiO5)2,Al3|O10|Si2::sg::2,2,P-1,triclinic,mp-1193561,materials_project,mp-1193561,generated_spectra/all_1500/Al3(SiO5)2_2/Al3(SiO5)2_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0114,Al38O21_1,Al38O21_1,Al38O21,Al38O21,Al38|O21::sg::1,1,P1,triclinic,mp-1245113,materials_project,mp-1245113,generated_spectra/all_1500/Al38O21_1/Al38O21_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0115,Al3P2(O8F)2_2,Al3P2(O8F)2_2,Al3P2(O8F)2,Al3P2(O8F)2,Al3|F2|O16|P2::sg::2,2,P-1,triclinic,cod_9002887,cod,9002887,generated_spectra/all_1500/Al3P2(O8F)2_2/Al3P2(O8F)2_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0116,Al3P2O17_33,Al3P2O17_33,Al3P2O17,Al3P2O17,Al3|O17|P2::sg::33,33,Pna2_1,orthorhombic,cod_1541747,cod,1541747,generated_spectra/all_1500/Al3P2O17_33/Al3P2O17_33.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0117,Al3P_194,Al3P_194,Al3P,Al3P,Al3|P1::sg::194,194,P6_3/mmc,hexagonal,mp-1183180,materials_project,mp-1183180,generated_spectra/all_1500/Al3P_194/Al3P_194.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0118,Al3Si2H3O10_1,Al3Si2H3O10_1,Al3Si2H3O10,Al3Si2H3O10,Al3|H3|O10|Si2::sg::1,1,P1,triclinic,cod_9005288,cod,9005288,generated_spectra/all_1500/Al3Si2H3O10_1/Al3Si2H3O10_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0119,Al4B2O9_10,Al4B2O9_10,Al4B2O9,Al4B2O9,Al4|B2|O9::sg::10,10,P2/m,monoclinic,mp-1247834,materials_project,mp-1247834,generated_spectra/all_1500/Al4B2O9_10/Al4B2O9_10.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0120,Al4B2O9_12,Al4B2O9_12,Al4B2O9,Al4B2O9,Al4|B2|O9::sg::12,12,C2/m,monoclinic,cod_1560526,cod,1560526,generated_spectra/all_1500/Al4B2O9_12/Al4B2O9_12.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0121,Al4CO_1,Al4CO_1,Al4CO,Al4CO,Al4|C1|O1::sg::1,1,P1,triclinic,mp-676414,materials_project,mp-676414,generated_spectra/all_1500/Al4CO_1/Al4CO_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0122,Al4CO_6,Al4CO_6,Al4CO,Al4CO,Al4|C1|O1::sg::6,6,Pm,monoclinic,mp-1265399,materials_project,mp-1265399,generated_spectra/all_1500/Al4CO_6/Al4CO_6.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0123,Al4CO_8,Al4CO_8,Al4CO,Al4CO,Al4|C1|O1::sg::8,8,Cm,monoclinic,mp-1173027,materials_project,mp-1173027,generated_spectra/all_1500/Al4CO_8/Al4CO_8.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0124,Al4SiO8_36,Al4SiO8_36,Al4SiO8,Al4SiO8,Al4|O8|Si1::sg::36,36,Cmc2_1,orthorhombic,cod_2108043,cod,2108043,generated_spectra/all_1500/Al4SiO8_36/Al4SiO8_36.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0125,Al5BO9_36,Al5BO9_36,Al5BO9,Al5BO9,Al5|B1|O9::sg::36,36,Cmc2_1,orthorhombic,mp-3281,materials_project,mp-3281,generated_spectra/all_1500/Al5BO9_36/Al5BO9_36.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0126,Al5Fe_63,Al5Fe_63,Al5Fe,Al5Fe,Al5|Fe1::sg::63,63,Cmcm,orthorhombic,cod_2101159,cod,2101159,generated_spectra/all_1500/Al5Fe_63/Al5Fe_63.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0127,Al5O8_186,Al5O8_186,Al5O8,Al5O8,Al5|O8::sg::186,186,P6_3mc,hexagonal,mp-1182893,materials_project,mp-1182893,generated_spectra/all_1500/Al5O8_186/Al5O8_186.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0128,Al5O8_216,Al5O8_216,Al5O8,Al5O8,Al5|O8::sg::216,216,F-43m,cubic,mp-1228138,materials_project,mp-1228138,generated_spectra/all_1500/Al5O8_216/Al5O8_216.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0129,Al69Co31_59,Al69Co31_59,Al69Co31,Al69Co31,Al69|Co31::sg::59,59,Pmmn,orthorhombic,cod_2300446,cod,2300446,generated_spectra/all_1500/Al69Co31_59/Al69Co31_59.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0130,Al6B5O18_176,Al6B5O18_176,Al6B5O18,Al6B5O18,Al6|B5|O18::sg::176,176,P6_3/m,hexagonal,mp-1214854,materials_project,mp-1214854,generated_spectra/all_1500/Al6B5O18_176/Al6B5O18_176.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0131,Al8O3_1,Al8O3_1,Al8O3,Al8O3,Al8|O3::sg::1,1,P1,triclinic,mp-1244893,materials_project,mp-1244893,generated_spectra/all_1500/Al8O3_1/Al8O3_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0132,AlAg_166,AlAg_166,AlAg,AlAg,Ag1|Al1::sg::166,166,R-3m,trigonal,cod_1546733,cod,1546733,generated_spectra/all_1500/AlAg_166/AlAg_166.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0133,AlAs2_73,AlAs2_73,AlAs2,AlAs2,Al1|As2::sg::73,73,Ibca,orthorhombic,mp-1182888,materials_project,mp-1182888,generated_spectra/all_1500/AlAs2_73/AlAs2_73.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0134,AlAs_186,AlAs_186,AlAs,AlAs,Al1|As1::sg::186,186,P6_3mc,hexagonal,mp-8881,materials_project,mp-8881,generated_spectra/all_1500/AlAs_186/AlAs_186.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0135,AlAs_194,AlAs_194,AlAs,AlAs,Al1|As1::sg::194,194,P6_3/mmc,hexagonal,mp-11209,materials_project,mp-11209,generated_spectra/all_1500/AlAs_194/AlAs_194.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0136,AlB2_191,AlB2_191,AlB2,AlB2,Al1|B2::sg::191,191,P6/mmm,hexagonal,mp-944,materials_project,mp-944,generated_spectra/all_1500/AlB2_191/AlB2_191.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0137,AlBr4_226,AlBr4_226,AlBr4,AlBr4,Al1|Br4::sg::226,226,Fm-3c,cubic,mp-39008,materials_project,mp-39008,generated_spectra/all_1500/AlBr4_226/AlBr4_226.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0138,AlF3_1,AlF3_1,AlF3,AlF3,Al1|F3::sg::1,1,P1,triclinic,mp-1245145,materials_project,mp-1245145,generated_spectra/all_1500/AlF3_1/AlF3_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0139,AlF3_10,AlF3_10,AlF3,AlF3,Al1|F3::sg::10,10,P2/m,monoclinic,mp-1251148,materials_project,mp-1251148,generated_spectra/all_1500/AlF3_10/AlF3_10.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0140,AlF3_127,AlF3_127,AlF3,AlF3,Al1|F3::sg::127,127,P4/mbm,tetragonal,mp-555026,materials_project,mp-555026,generated_spectra/all_1500/AlF3_127/AlF3_127.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0141,AlF3_129,AlF3_129,AlF3,AlF3,Al1|F3::sg::129,129,P4/nmm,tetragonal,mp-1323,materials_project,mp-1323,generated_spectra/all_1500/AlF3_129/AlF3_129.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0142,AlF3_15,AlF3_15,AlF3,AlF3,Al1|F3::sg::15,15,C2/c,monoclinic,mp-1183007,materials_project,mp-1183007,generated_spectra/all_1500/AlF3_15/AlF3_15.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0143,AlF3_150,AlF3_150,AlF3,AlF3,Al1|F3::sg::150,150,P321,trigonal,mp-1103295,materials_project,mp-1103295,generated_spectra/all_1500/AlF3_150/AlF3_150.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0144,AlF3_155,AlF3_155,AlF3,AlF3,Al1|F3::sg::155,155,R32,trigonal,cod_1010465,cod,1010465,generated_spectra/all_1500/AlF3_155/AlF3_155.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0145,AlF3_167,AlF3_167,AlF3,AlF3,Al1|F3::sg::167,167,R-3c,trigonal,mp-468,materials_project,mp-468,generated_spectra/all_1500/AlF3_167/AlF3_167.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0146,AlF3_2,AlF3_2,AlF3,AlF3,Al1|F3::sg::2,2,P-1,triclinic,mp-1182902,materials_project,mp-1182902,generated_spectra/all_1500/AlF3_2/AlF3_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0147,AlF3_221,AlF3_221,AlF3,AlF3,Al1|F3::sg::221,221,Pm-3m,cubic,mp-8039,materials_project,mp-8039,generated_spectra/all_1500/AlF3_221/AlF3_221.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0148,AlF3_63,AlF3_63,AlF3,AlF3,Al1|F3::sg::63,63,Cmcm,orthorhombic,mp-559871,materials_project,mp-559871,generated_spectra/all_1500/AlF3_63/AlF3_63.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0149,AlF3_65,AlF3_65,AlF3,AlF3,Al1|F3::sg::65,65,Cmmm,orthorhombic,mp-1252764,materials_project,mp-1252764,generated_spectra/all_1500/AlF3_65/AlF3_65.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0150,AlI3O17_1,AlI3O17_1,AlI3O17,AlI3O17,Al1|I3|O17::sg::1,1,P1,triclinic,cod_1530810,cod,1530810,generated_spectra/all_1500/AlI3O17_1/AlI3O17_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0151,AlI5O21_173,AlI5O21_173,AlI5O21,AlI5O21,Al1|I5|O21::sg::173,173,P6_3,hexagonal,cod_4031426,cod,4031426,generated_spectra/all_1500/AlI5O21_173/AlI5O21_173.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0152,AlN_186,AlN_186,AlN,AlN,Al1|N1::sg::186,186,P6_3mc,hexagonal,mp-661,materials_project,mp-661,generated_spectra/all_1500/AlN_186/AlN_186.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0153,AlN_194,AlN_194,AlN,AlN,Al1|N1::sg::194,194,P6_3/mmc,hexagonal,mp-13178,materials_project,mp-13178,generated_spectra/all_1500/AlN_194/AlN_194.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0154,AlO2_31,AlO2_31,AlO2,AlO2,Al1|O2::sg::31,31,Pmn2_1,orthorhombic,cod_9006908,cod,9006908,generated_spectra/all_1500/AlO2_31/AlO2_31.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0155,AlO2_58,AlO2_58,AlO2,AlO2,Al1|O2::sg::58,58,Pnnm,orthorhombic,mp-1182858,materials_project,mp-1182858,generated_spectra/all_1500/AlO2_58/AlO2_58.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0156,AlO2_62,AlO2_62,AlO2,AlO2,Al1|O2::sg::62,62,Pnma,orthorhombic,mp-1182869,materials_project,mp-1182869,generated_spectra/all_1500/AlO2_62/AlO2_62.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0157,AlO2_63,AlO2_63,AlO2,AlO2,Al1|O2::sg::63,63,Cmcm,orthorhombic,mp-1096799,materials_project,mp-1096799,generated_spectra/all_1500/AlO2_63/AlO2_63.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0158,AlO3_14,AlO3_14,AlO3,AlO3,Al1|O3::sg::14,14,P2_1/c,monoclinic,mp-1182886,materials_project,mp-1182886,generated_spectra/all_1500/AlO3_14/AlO3_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0159,AlO3_15,AlO3_15,AlO3,AlO3,Al1|O3::sg::15,15,C2/c,monoclinic,mp-1205393,materials_project,mp-1205393,generated_spectra/all_1500/AlO3_15/AlO3_15.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0160,AlO3_162,AlO3_162,AlO3,AlO3,Al1|O3::sg::162,162,P-31m,trigonal,mp-1182868,materials_project,mp-1182868,generated_spectra/all_1500/AlO3_162/AlO3_162.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0161,AlO3_167,AlO3_167,AlO3,AlO3,Al1|O3::sg::167,167,R-3c,trigonal,mp-1253219,materials_project,mp-1253219,generated_spectra/all_1500/AlO3_167/AlO3_167.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0162,AlO3_2,AlO3_2,AlO3,AlO3,Al1|O3::sg::2,2,P-1,triclinic,mp-1182877,materials_project,mp-1182877,generated_spectra/all_1500/AlO3_2/AlO3_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0163,AlO3_5,AlO3_5,AlO3,AlO3,Al1|O3::sg::5,5,C2,monoclinic,mp-2646975,materials_project,mp-2646975,generated_spectra/all_1500/AlO3_5/AlO3_5.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0164,AlO3_61,AlO3_61,AlO3,AlO3,Al1|O3::sg::61,61,Pbca,orthorhombic,mp-1182911,materials_project,mp-1182911,generated_spectra/all_1500/AlO3_61/AlO3_61.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0165,AlOF3_123,AlOF3_123,AlOF3,AlOF3,Al1|F3|O1::sg::123,123,P4/mmm,tetragonal,mp-1228805,materials_project,mp-1228805,generated_spectra/all_1500/AlOF3_123/AlOF3_123.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0166,AlO_225,AlO_225,AlO,AlO,Al1|O1::sg::225,225,Fm-3m,cubic,mp-8023,materials_project,mp-8023,generated_spectra/all_1500/AlO_225/AlO_225.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0167,AlP2O11_146,AlP2O11_146,AlP2O11,AlP2O11,Al1|O11|P2::sg::146,146,R3,trigonal,mp-1193181,materials_project,mp-1193181,generated_spectra/all_1500/AlP2O11_146/AlP2O11_146.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0168,AlP2O7_186,AlP2O7_186,AlP2O7,AlP2O7,Al1|O7|P2::sg::186,186,P6_3mc,hexagonal,cod_7247106,cod,7247106,generated_spectra/all_1500/AlP2O7_186/AlP2O7_186.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0169,AlP3O10_14,AlP3O10_14,AlP3O10,AlP3O10,Al1|O10|P3::sg::14,14,P2_1/c,monoclinic,mp-1203148,materials_project,mp-1203148,generated_spectra/all_1500/AlP3O10_14/AlP3O10_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0170,AlPO4_1,AlPO4_1,AlPO4,AlPO4,Al1|O4|P1::sg::1,1,P1,triclinic,mp-685291,materials_project,mp-685291,generated_spectra/all_1500/AlPO4_1/AlPO4_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0171,AlPO4_10,AlPO4_10,AlPO4,AlPO4,Al1|O4|P1::sg::10,10,P2/m,monoclinic,mp-1205474,materials_project,mp-1205474,generated_spectra/all_1500/AlPO4_10/AlPO4_10.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0172,AlPO4_119,AlPO4_119,AlPO4,AlPO4,Al1|O4|P1::sg::119,119,I-4m2,tetragonal,mp-551798,materials_project,mp-551798,generated_spectra/all_1500/AlPO4_119/AlPO4_119.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0173,AlPO4_12,AlPO4_12,AlPO4,AlPO4,Al1|O4|P1::sg::12,12,C2/m,monoclinic,mp-557757,materials_project,mp-557757,generated_spectra/all_1500/AlPO4_12/AlPO4_12.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0174,AlPO4_13,AlPO4_13,AlPO4,AlPO4,Al1|O4|P1::sg::13,13,P2/c,monoclinic,mp-1019513,materials_project,mp-1019513,generated_spectra/all_1500/AlPO4_13/AlPO4_13.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0175,AlPO4_14,AlPO4_14,AlPO4,AlPO4,Al1|O4|P1::sg::14,14,P2_1/c,monoclinic,mp-1019512,materials_project,mp-1019512,generated_spectra/all_1500/AlPO4_14/AlPO4_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0176,AlPO4_148,AlPO4_148,AlPO4,AlPO4,Al1|O4|P1::sg::148,148,R-3,trigonal,mp-557604,materials_project,mp-557604,generated_spectra/all_1500/AlPO4_148/AlPO4_148.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0177,AlPO4_15,AlPO4_15,AlPO4,AlPO4,Al1|O4|P1::sg::15,15,C2/c,monoclinic,mp-541338,materials_project,mp-541338,generated_spectra/all_1500/AlPO4_15/AlPO4_15.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0178,AlPO4_152,AlPO4_152,AlPO4,AlPO4,Al1|O4|P1::sg::152,152,P3_121,trigonal,mp-5331,materials_project,mp-5331,generated_spectra/all_1500/AlPO4_152/AlPO4_152.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0179,AlPO4_154,AlPO4_154,AlPO4,AlPO4,Al1|O4|P1::sg::154,154,P3_221,trigonal,mp-3955,materials_project,mp-3955,generated_spectra/all_1500/AlPO4_154/AlPO4_154.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0180,AlPO4_163,AlPO4_163,AlPO4,AlPO4,Al1|O4|P1::sg::163,163,P-31c,trigonal,mp-559145,materials_project,mp-559145,generated_spectra/all_1500/AlPO4_163/AlPO4_163.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0181,AlPO4_181,AlPO4_181,AlPO4,AlPO4,Al1|O4|P1::sg::181,181,P6_422,hexagonal,mp-560151,materials_project,mp-560151,generated_spectra/all_1500/AlPO4_181/AlPO4_181.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0182,AlPO4_184,AlPO4_184,AlPO4,AlPO4,Al1|O4|P1::sg::184,184,P6cc,hexagonal,mp-5859,materials_project,mp-5859,generated_spectra/all_1500/AlPO4_184/AlPO4_184.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0183,AlPO4_2,AlPO4_2,AlPO4,AlPO4,Al1|O4|P1::sg::2,2,P-1,triclinic,mp-707977,materials_project,mp-707977,generated_spectra/all_1500/AlPO4_2/AlPO4_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0184,AlPO4_20,AlPO4_20,AlPO4,AlPO4,Al1|O4|P1::sg::20,20,C222_1,orthorhombic,mp-4051,materials_project,mp-4051,generated_spectra/all_1500/AlPO4_20/AlPO4_20.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0185,AlPO4_216,AlPO4_216,AlPO4,AlPO4,Al1|O4|P1::sg::216,216,F-43m,cubic,mp-37990,materials_project,mp-37990,generated_spectra/all_1500/AlPO4_216/AlPO4_216.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0186,AlPO4_218,AlPO4_218,AlPO4,AlPO4,Al1|O4|P1::sg::218,218,P-43n,cubic,cod_9005051,cod,9005051,generated_spectra/all_1500/AlPO4_218/AlPO4_218.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0187,AlPO4_4,AlPO4_4,AlPO4,AlPO4,Al1|O4|P1::sg::4,4,P2_1,monoclinic,mp-5724,materials_project,mp-5724,generated_spectra/all_1500/AlPO4_4/AlPO4_4.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0188,AlPO4_5,AlPO4_5,AlPO4,AlPO4,Al1|O4|P1::sg::5,5,C2,monoclinic,mp-557915,materials_project,mp-557915,generated_spectra/all_1500/AlPO4_5/AlPO4_5.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0189,AlPO4_7,AlPO4_7,AlPO4,AlPO4,Al1|O4|P1::sg::7,7,Pc,monoclinic,cod_2010796,cod,2010796,generated_spectra/all_1500/AlPO4_7/AlPO4_7.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0190,AlPO4_8,AlPO4_8,AlPO4,AlPO4,Al1|O4|P1::sg::8,8,Cm,monoclinic,mp-558088,materials_project,mp-558088,generated_spectra/all_1500/AlPO4_8/AlPO4_8.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0191,AlPO4_82,AlPO4_82,AlPO4,AlPO4,Al1|O4|P1::sg::82,82,I-4,tetragonal,mp-7848,materials_project,mp-7848,generated_spectra/all_1500/AlPO4_82/AlPO4_82.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0192,AlPO5_15,AlPO5_15,AlPO5,AlPO5,Al1|O5|P1::sg::15,15,C2/c,monoclinic,mp-1193321,materials_project,mp-1193321,generated_spectra/all_1500/AlPO5_15/AlPO5_15.cif,benchmark_target_mapping,Target CIF path is relative to this release.
