query_id,eval_id,sample_name,subset,source_type,source_database,source_origin,source_id,original_url,original_url_note,formula,formula_sum_from_cif,space_group,space_group_symbol,crystal_system,phase_id,target_phase_id,candidate_source_origin,spectrum_path,cif_path,json_path,theta_min_deg,theta_max_deg,num_points,intensity_min,intensity_max,is_real_spectrum,is_generated_spectrum,is_diagnostic_example,fit_status,warning_flags,notes
opxrd__000615,opXRD:000615,HgS_183,real_spectra,experimental,opXRD,opxrd,615,,not_recorded_in_manifest,HgS,Hg1 S1,183,P6mm,hexagonal,opxrd_000564,opxrd_000564,opxrd,real_spectra/HgS_183/HgS_183.xy,real_spectra/HgS_183/HgS_183.cif,,5.0,90.0,8501,1.0,682.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R050550-1,RRUFF:R050550-1,HgSe_216,real_spectra,experimental,RRUFF,rruff,R050550-1,https://rruff.info/R050550,inferred_from_rruff_id,HgSe,Hg4 Se4,216,F-43m,cubic,rruff_amcsd_0000050,rruff_amcsd_0000050,rruff,real_spectra/HgSe_216/HgSe_216.xy,real_spectra/HgSe_216/HgSe_216.cif,,5.0,90.0,8501,2.0,410.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R070209-1,RRUFF:R070209-1,K2Ca2Mg(S2O9)2_2,real_spectra,experimental,RRUFF,rruff,R070209-1,https://rruff.info/R070209,inferred_from_rruff_id,K2Ca2Mg(S2O9)2,K2 Ca2 Mg1 S4 O18,2,P-1,triclinic,rruff_amcsd_0010450,rruff_amcsd_0010450,rruff,real_spectra/K2Ca2Mg(S2O9)2_2/K2Ca2Mg(S2O9)2_2.xy,real_spectra/K2Ca2Mg(S2O9)2_2/K2Ca2Mg(S2O9)2_2.cif,,5.0,90.0,8501,1.0,1077.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R060578-1,RRUFF:R060578-1,K2Ca5S6O25_15,real_spectra,experimental,RRUFF,rruff,R060578-1,https://rruff.info/R060578,inferred_from_rruff_id,K2Ca5S6O25,K8 Ca20 S24 O100,15,C2/c,monoclinic,rruff_amcsd_0010819,rruff_amcsd_0010819,rruff,real_spectra/K2Ca5S6O25_15/K2Ca5S6O25_15.xy,real_spectra/K2Ca5S6O25_15/K2Ca5S6O25_15.cif,,5.0,90.0,8501,0.0,469.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R061002-1,RRUFF:R061002-1,K2CaH2S2O9_11,real_spectra,experimental,RRUFF,rruff,R061002-1,https://rruff.info/R061002,inferred_from_rruff_id,K2CaH2S2O9,K4 Ca2 H4 S4 O18,11,P2_1/m,monoclinic,rruff_amcsd_0010642,rruff_amcsd_0010642,rruff,real_spectra/K2CaH2S2O9_11/K2CaH2S2O9_11.xy,real_spectra/K2CaH2S2O9_11/K2CaH2S2O9_11.cif,,5.0,90.0,8501,0.0,553.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__001003,opXRD:001003,K2Fe2S5Cl_1,real_spectra,experimental,opXRD,opxrd,1003,,not_recorded_in_manifest,K2Fe2S5Cl,K2 Fe2 S5 Cl1,1,P1,triclinic,opxrd_001003,opxrd_001003,opxrd,real_spectra/K2Fe2S5Cl_1/K2Fe2S5Cl_1.xy,real_spectra/K2Fe2S5Cl_1/K2Fe2S5Cl_1.cif,,0.0,90.0,9001,0.0,100.0,true,false,false,fit_quality_filtered,"[""trimmed_below_5deg"", ""marginal_peak_match""]",Real experimental spectrum with curated source mapping.
rruff__R070285-1,RRUFF:R070285-1,K2Mg2(SO4)3_198,real_spectra,experimental,RRUFF,rruff,R070285-1,https://rruff.info/R070285,inferred_from_rruff_id,K2Mg2(SO4)3,K8 Mg8 S12 O48,198,P2_13,cubic,rruff_amcsd_0017885,rruff_amcsd_0017885,rruff,real_spectra/K2Mg2(SO4)3_198/K2Mg2(SO4)3_198.xy,real_spectra/K2Mg2(SO4)3_198/K2Mg2(SO4)3_198.cif,,5.0,90.0,8501,5.0,1410.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R140802-1,RRUFF:R140802-1,K3Al5P8(H21O25)2_167,real_spectra,experimental,RRUFF,rruff,R140802-1,https://rruff.info/R140802,inferred_from_rruff_id,K3Al5P8(H21O25)2,K18 Al30 P48 H252 O300,167,R-3c,trigonal_hex,rruff_amcsd_0012725,rruff_amcsd_0012725,rruff,real_spectra/K3Al5P8(H21O25)2_167/K3Al5P8(H21O25)2_167.xy,real_spectra/K3Al5P8(H21O25)2_167/K3Al5P8(H21O25)2_167.cif,,5.0,90.0,8501,27.0,445.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R050022-1,RRUFF:R050022-1,KCu24Ag9H48Pb26(Cl31O24)2_221,real_spectra,experimental,RRUFF,rruff,R050022-1,https://rruff.info/R050022,inferred_from_rruff_id,KCu24Ag9H48Pb26(Cl31O24)2,K1 Cu24 Ag9 H48 Pb26 Cl62 O48,221,Pm-3m,cubic,rruff_amcsd_0005684,rruff_amcsd_0005684,rruff,real_spectra/KCu24Ag9H48Pb26(Cl31O24)2_221/KCu24Ag9H48Pb26(Cl31O24)2_221.xy,real_spectra/KCu24Ag9H48Pb26(Cl31O24)2_221/KCu24Ag9H48Pb26(Cl31O24)2_221.cif,,5.0,90.0,8501,5.0,395.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__000609,opXRD:000609,KFeHS2O7_1,real_spectra,experimental,opXRD,opxrd,609,,not_recorded_in_manifest,KFeHS2O7,K1 Fe1 H1 S2 O7,1,P1,triclinic,opxrd_000609,opxrd_000609,opxrd,real_spectra/KFeHS2O7_1/KFeHS2O7_1.xy,real_spectra/KFeHS2O7_1/KFeHS2O7_1.cif,,5.0,90.0,8501,0.0,100.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__000534,opXRD:000534,KFeS3_1,real_spectra,experimental,opXRD,opxrd,534,,not_recorded_in_manifest,KFeS3,K2 Fe2 S6,1,P1,triclinic,opxrd_000534,opxrd_000534,opxrd,real_spectra/KFeS3_1/KFeS3_1.xy,real_spectra/KFeS3_1/KFeS3_1.cif,,0.0,90.0,9001,0.0,100.0,true,false,false,fit_quality_filtered,"[""trimmed_below_5deg"", ""marginal_peak_match""]",Real experimental spectrum with curated source mapping.
rruff__R050648-1,RRUFF:R050648-1,KLi3Zr2(Si2O5)6_192,real_spectra,experimental,RRUFF,rruff,R050648-1,https://rruff.info/R050648,inferred_from_rruff_id,KLi3Zr2(Si2O5)6,K2 Li6 Zr4 Si24 O60,192,P6/mcc,hexagonal,rruff_amcsd_0005692,rruff_amcsd_0005692,rruff,real_spectra/KLi3Zr2(Si2O5)6_192/KLi3Zr2(Si2O5)6_192.xy,real_spectra/KLi3Zr2(Si2O5)6_192/KLi3Zr2(Si2O5)6_192.cif,,5.0,90.0,8501,7.0,513.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__000555,opXRD:000555,KLiSiSnO3_1,real_spectra,experimental,opXRD,opxrd,555,,not_recorded_in_manifest,KLiSiSnO3,K1 Li1 Si1 Sn1 O3,1,P1,triclinic,opxrd_000555,opxrd_000555,opxrd,real_spectra/KLiSiSnO3_1/KLiSiSnO3_1.xy,real_spectra/KLiSiSnO3_1/KLiSiSnO3_1.cif,,0.0,90.0,9001,0.0,100.0,true,false,false,fit_quality_filtered,"[""trimmed_below_5deg""]",Real experimental spectrum with curated source mapping.
rruff__R060352-1,RRUFF:R060352-1,KMg2B12H19O30_15,real_spectra,experimental,RRUFF,rruff,R060352-1,https://rruff.info/R060352,inferred_from_rruff_id,KMg2B12H19O30,K4 Mg8 B48 H76 O120,15,C2/c,monoclinic,rruff_amcsd_0005415,rruff_amcsd_0005415,rruff,real_spectra/KMg2B12H19O30_15/KMg2B12H19O30_15.xy,real_spectra/KMg2B12H19O30_15/KMg2B12H19O30_15.cif,,5.0,90.0,8501,6.0,419.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R050291-1,RRUFF:R050291-1,KNa22C2S9ClO42_176,real_spectra,experimental,RRUFF,rruff,R050291-1,https://rruff.info/R050291,inferred_from_rruff_id,KNa22C2S9ClO42,K2 Na44 C4 S18 Cl2 O84,176,P6_3/m,hexagonal,rruff_amcsd_0000383,rruff_amcsd_0000383,rruff,real_spectra/KNa22C2S9ClO42_176/KNa22C2S9ClO42_176.xy,real_spectra/KNa22C2S9ClO42_176/KNa22C2S9ClO42_176.cif,,5.0,90.0,8501,1.0,815.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__000565,opXRD:000565,KNaAl2(SiO3)2_1,real_spectra,experimental,opXRD,opxrd,565,,not_recorded_in_manifest,KNaAl2(SiO3)2,K1 Na1 Al2 Si2 O6,1,P1,triclinic,opxrd_000565,opxrd_000565,opxrd,real_spectra/KNaAl2(SiO3)2_1/KNaAl2(SiO3)2_1.xy,real_spectra/KNaAl2(SiO3)2_1/KNaAl2(SiO3)2_1.cif,,5.0,90.0,8501,0.0,100.0,true,false,false,fit_quality_filtered,"[""marginal_peak_match""]",Real experimental spectrum with curated source mapping.
opxrd__001040,opXRD:001040,KNaCu(Si2O5)2_1,real_spectra,experimental,opXRD,opxrd,1040,,not_recorded_in_manifest,KNaCu(Si2O5)2,K1 Na1 Cu1 Si4 O10,1,P1,triclinic,opxrd_001040,opxrd_001040,opxrd,real_spectra/KNaCu(Si2O5)2_1/KNaCu(Si2O5)2_1.xy,real_spectra/KNaCu(Si2O5)2_1/KNaCu(Si2O5)2_1.cif,,5.0,90.0,8501,0.0,100.0,true,false,false,fit_quality_filtered,"[""marginal_peak_match""]",Real experimental spectrum with curated source mapping.
opxrd__000702,opXRD:000702,KNaSiBO3_1,real_spectra,experimental,opXRD,opxrd,702,,not_recorded_in_manifest,KNaSiBO3,K1 Na1 Si1 B1 O3,1,P1,triclinic,opxrd_000702,opxrd_000702,opxrd,real_spectra/KNaSiBO3_1/KNaSiBO3_1.xy,real_spectra/KNaSiBO3_1/KNaSiBO3_1.cif,,5.0,90.0,8501,0.0,100.0,true,false,false,fit_quality_filtered,"[""marginal_peak_match""]",Real experimental spectrum with curated source mapping.
rruff__R090034-1,RRUFF:R090034-1,KNaSiF6_62,real_spectra,experimental,RRUFF,rruff,R090034-1,https://rruff.info/R090034,inferred_from_rruff_id,KNaSiF6,K4 Na4 Si4 F24,62,Pnma,orthorhombic,rruff_amcsd_0014361,rruff_amcsd_0014361,rruff,real_spectra/KNaSiF6_62/KNaSiF6_62.xy,real_spectra/KNaSiF6_62/KNaSiF6_62.cif,,5.0,90.0,8501,2.0,442.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__000594,opXRD:000594,KUVO6_1,real_spectra,experimental,opXRD,opxrd,594,,not_recorded_in_manifest,KUVO6,K1 U1 V1 O6,1,P1,triclinic,opxrd_000594,opxrd_000594,opxrd,real_spectra/KUVO6_1/KUVO6_1.xy,real_spectra/KUVO6_1/KUVO6_1.cif,,5.0,90.0,8501,0.0,100.0,true,false,false,fit_quality_filtered,"[""marginal_peak_match""]",Real experimental spectrum with curated source mapping.
opxrd__000817,opXRD:000817,KZrSiO2_1,real_spectra,experimental,opXRD,opxrd,817,,not_recorded_in_manifest,KZrSiO2,K1 Zr1 Si1 O2,1,P1,triclinic,opxrd_000817,opxrd_000817,opxrd,real_spectra/KZrSiO2_1/KZrSiO2_1.xy,real_spectra/KZrSiO2_1/KZrSiO2_1.cif,,5.0,90.0,8501,0.0,100.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R100211-1,RRUFF:R100211-1,Li2CO3_15,real_spectra,experimental,RRUFF,rruff,R100211-1,https://rruff.info/R100211,inferred_from_rruff_id,Li2CO3,Li8 C4 O12,15,C2/c,monoclinic,rruff_amcsd_0010813,rruff_amcsd_0010813,rruff,real_spectra/Li2CO3_15/Li2CO3_15.xy,real_spectra/Li2CO3_15/Li2CO3_15.cif,,5.0,90.0,8501,65.0,7408.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__000239,opXRD:000239,Li2Fe3PHO5_1,real_spectra,experimental,opXRD,opxrd,239,,not_recorded_in_manifest,Li2Fe3PHO5,Li2 Fe3 P1 H1 O5,1,P1,triclinic,opxrd_000239,opxrd_000239,opxrd,real_spectra/Li2Fe3PHO5_1/Li2Fe3PHO5_1.xy,real_spectra/Li2Fe3PHO5_1/Li2Fe3PHO5_1.cif,,5.0,90.0,8501,0.0,100.0,true,false,false,fit_quality_filtered,"[""marginal_peak_match""]",Real experimental spectrum with curated source mapping.
rruff__R040100-1,RRUFF:R040100-1,LiAl(Si2O5)2_13,real_spectra,experimental,RRUFF,rruff,R040100-1,https://rruff.info/R040100,inferred_from_rruff_id,LiAl(Si2O5)2,Li2 Al2 Si8 O20,13,P2/c,monoclinic,rruff_amcsd_0010850,rruff_amcsd_0010850,rruff,real_spectra/LiAl(Si2O5)2_13/LiAl(Si2O5)2_13.xy,real_spectra/LiAl(Si2O5)2_13/LiAl(Si2O5)2_13.cif,,5.0,90.0,8501,4.0,1110.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R050500-1,RRUFF:R050500-1,LiAlPHO5_2,real_spectra,experimental,RRUFF,rruff,R050500-1,https://rruff.info/R050500,inferred_from_rruff_id,LiAlPHO5,Li2 Al2 P2 H2 O10,2,P-1,triclinic,rruff_amcsd_0001320,rruff_amcsd_0001320,rruff,real_spectra/LiAlPHO5_2/LiAlPHO5_2.xy,real_spectra/LiAlPHO5_2/LiAlPHO5_2.cif,,5.0,90.0,8501,0.0,712.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__000701,opXRD:000701,LiFe2PHO5_1,real_spectra,experimental,opXRD,opxrd,701,,not_recorded_in_manifest,LiFe2PHO5,Li1 Fe2 P1 H1 O5,1,P1,triclinic,opxrd_000701,opxrd_000701,opxrd,real_spectra/LiFe2PHO5_1/LiFe2PHO5_1.xy,real_spectra/LiFe2PHO5_1/LiFe2PHO5_1.cif,,5.0,90.0,8501,0.0,100.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R040082-1,RRUFF:R040082-1,Mg2Al4Si5O18_66,real_spectra,experimental,RRUFF,rruff,R040082-1,https://rruff.info/R040082,inferred_from_rruff_id,Mg2Al4Si5O18,Mg8 Al16 Si20 O72,66,Cccm,orthorhombic,rruff_amcsd_0007383,rruff_amcsd_0007383,rruff,real_spectra/Mg2Al4Si5O18_66/Mg2Al4Si5O18_66.xy,real_spectra/Mg2Al4Si5O18_66/Mg2Al4Si5O18_66.cif,,5.0,89.99,8500,17.0,2735.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__000215,opXRD:000215,Mg2H10SO9_1,real_spectra,experimental,opXRD,opxrd,215,,not_recorded_in_manifest,Mg2H10SO9,Mg2 H10 S1 O9,1,P1,triclinic,opxrd_000215,opxrd_000215,opxrd,real_spectra/Mg2H10SO9_1/Mg2H10SO9_1.xy,real_spectra/Mg2H10SO9_1/Mg2H10SO9_1.cif,,5.0,90.0,8501,0.0,100.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__000374,opXRD:000374,Mg2SiO3_1,real_spectra,experimental,opXRD,opxrd,374,,not_recorded_in_manifest,Mg2SiO3,Mg2 Si1 O3,1,P1,triclinic,opxrd_000135,opxrd_000135,opxrd,real_spectra/Mg2SiO3_1/Mg2SiO3_1.xy,real_spectra/Mg2SiO3_1/Mg2SiO3_1.cif,,5.0,90.0,8501,25.0,1019.0,true,false,false,fit_quality_filtered,"[""marginal_peak_match""]",Real experimental spectrum with curated source mapping.
rruff__R040052-1,RRUFF:R040052-1,Mg2SiO4_62,real_spectra,experimental,RRUFF,rruff,R040052-1,https://rruff.info/R040052,inferred_from_rruff_id,Mg2SiO4,Mg8 Si4 O16,62,Pnma,orthorhombic,rruff_amcsd_0000276,rruff_amcsd_0000276,rruff,real_spectra/Mg2SiO4_62/Mg2SiO4_62.xy,real_spectra/Mg2SiO4_62/Mg2SiO4_62.cif,,5.0,90.0,8500,0.0,1422.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__000993,opXRD:000993,Mg2ZrP2(H2O3)4_1,real_spectra,experimental,opXRD,opxrd,993,,not_recorded_in_manifest,Mg2ZrP2(H2O3)4,Mg2 Zr1 P2 H8 O12,1,P1,triclinic,opxrd_000993,opxrd_000993,opxrd,real_spectra/Mg2ZrP2(H2O3)4_1/Mg2ZrP2(H2O3)4_1.xy,real_spectra/Mg2ZrP2(H2O3)4_1/Mg2ZrP2(H2O3)4_1.cif,,5.0,90.0,8501,0.0,100.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R050446-1,RRUFF:R050446-1,Mg3Al2(SiO4)3_230,real_spectra,experimental,RRUFF,rruff,R050446-1,https://rruff.info/R050446,inferred_from_rruff_id,Mg3Al2(SiO4)3,Mg24 Al16 Si24 O96,230,Ia-3d,cubic,rruff_amcsd_0000142,rruff_amcsd_0000142,rruff,real_spectra/Mg3Al2(SiO4)3_230/Mg3Al2(SiO4)3_230.xy,real_spectra/Mg3Al2(SiO4)3_230/Mg3Al2(SiO4)3_230.cif,,5.0,90.0,8501,27.0,881.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R060011-1,RRUFF:R060011-1,Mg5H10(C2O9)2_14,real_spectra,experimental,RRUFF,rruff,R060011-1,https://rruff.info/R060011,inferred_from_rruff_id,Mg5H10(C2O9)2,Mg10 H20 C8 O36,14,P2_1/c,monoclinic,rruff_amcsd_0009586,rruff_amcsd_0009586,rruff,real_spectra/Mg5H10(C2O9)2_14/Mg5H10(C2O9)2_14.xy,real_spectra/Mg5H10(C2O9)2_14/Mg5H10(C2O9)2_14.cif,,5.0,90.0,8501,7.0,858.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R050269-1,RRUFF:R050269-1,MgAl2(PO5)2_14,real_spectra,experimental,RRUFF,rruff,R050269-1,https://rruff.info/R050269,inferred_from_rruff_id,MgAl2(PO5)2,Mg2 Al4 P4 O20,14,P2_1/c,monoclinic,rruff_amcsd_0009233,rruff_amcsd_0009233,rruff,real_spectra/MgAl2(PO5)2_14/MgAl2(PO5)2_14.xy,real_spectra/MgAl2(PO5)2_14/MgAl2(PO5)2_14.cif,,5.0,90.0,8501,16.0,800.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__001240,opXRD:001240,MgAlH14SClO11_1,real_spectra,experimental,opXRD,opxrd,1240,,not_recorded_in_manifest,MgAlH14SClO11,Mg1 Al1 H14 S1 Cl1 O11,1,P1,triclinic,opxrd_001240,opxrd_001240,opxrd,real_spectra/MgAlH14SClO11_1/MgAlH14SClO11_1.xy,real_spectra/MgAlH14SClO11_1/MgAlH14SClO11_1.cif,,0.0,90.0,9001,0.0,100.0,true,false,false,fit_quality_filtered,"[""trimmed_below_5deg""]",Real experimental spectrum with curated source mapping.
rruff__R060042-1,RRUFF:R060042-1,MgAsO8_61,real_spectra,experimental,RRUFF,rruff,R060042-1,https://rruff.info/R060042,inferred_from_rruff_id,MgAsO8,Mg8 As8 O64,61,Pbca,orthorhombic,rruff_amcsd_0009557,rruff_amcsd_0009557,rruff,real_spectra/MgAsO8_61/MgAsO8_61.xy,real_spectra/MgAsO8_61/MgAsO8_61.cif,,5.0,90.0,8501,8.0,1194.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__000200,opXRD:000200,MgB3H15O13_1,real_spectra,experimental,opXRD,opxrd,200,,not_recorded_in_manifest,MgB3H15O13,Mg1 B3 H15 O13,1,P1,triclinic,opxrd_000200,opxrd_000200,opxrd,real_spectra/MgB3H15O13_1/MgB3H15O13_1.xy,real_spectra/MgB3H15O13_1/MgB3H15O13_1.cif,,5.0,90.0,8501,3.0,2055.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R050195-1,RRUFF:R050195-1,MgB3H15O13_14,real_spectra,experimental,RRUFF,rruff,R050195-1,https://rruff.info/R050195,inferred_from_rruff_id,MgB3H15O13,Mg4 B12 H60 O52,14,P2_1/c,monoclinic,rruff_amcsd_0009554,rruff_amcsd_0009554,rruff,real_spectra/MgB3H15O13_14/MgB3H15O13_14.xy,real_spectra/MgB3H15O13_14/MgB3H15O13_14.cif,,5.0,90.0,8501,4.0,1217.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R050393-1,RRUFF:R050393-1,MgB3H15O13_2,real_spectra,experimental,RRUFF,rruff,R050393-1,https://rruff.info/R050393,inferred_from_rruff_id,MgB3H15O13,Mg2 B6 H30 O26,2,P-1,triclinic,rruff_amcsd_0009513,rruff_amcsd_0009513,rruff,real_spectra/MgB3H15O13_2/MgB3H15O13_2.xy,real_spectra/MgB3H15O13_2/MgB3H15O13_2.cif,,5.0,90.0,8501,2.0,1221.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R070498-1,RRUFF:R070498-1,MgBHO3_14,real_spectra,experimental,RRUFF,rruff,R070498-1,https://rruff.info/R070498,inferred_from_rruff_id,MgBHO3,Mg8 B8 H8 O24,14,P2_1/c,monoclinic,rruff_amcsd_0000453,rruff_amcsd_0000453,rruff,real_spectra/MgBHO3_14/MgBHO3_14.xy,real_spectra/MgBHO3_14/MgBHO3_14.cif,,5.0,90.0,8501,21.0,535.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R050443-1,RRUFF:R050443-1,MgCO3_167,real_spectra,experimental,RRUFF,rruff,R050443-1,https://rruff.info/R050443,inferred_from_rruff_id,MgCO3,Mg6 C6 O18,167,R-3c,trigonal_hex,rruff_amcsd_0000099,rruff_amcsd_0000099,rruff,real_spectra/MgCO3_167/MgCO3_167.xy,real_spectra/MgCO3_167/MgCO3_167.cif,,5.0,90.0,8501,3.0,5905.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R061027-1,RRUFF:R061027-1,MgH20S2(NO7)2_14,real_spectra,experimental,RRUFF,rruff,R061027-1,https://rruff.info/R061027,inferred_from_rruff_id,MgH20S2(NO7)2,Mg2 H40 S4 N4 O28,14,P2_1/c,monoclinic,rruff_amcsd_0010599,rruff_amcsd_0010599,rruff,real_spectra/MgH20S2(NO7)2_14/MgH20S2(NO7)2_14.xy,real_spectra/MgH20S2(NO7)2_14/MgH20S2(NO7)2_14.cif,,5.0,90.0,8501,6.0,553.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R060321-1,RRUFF:R060321-1,MgH8SO8_14,real_spectra,experimental,RRUFF,rruff,R060321-1,https://rruff.info/R060321,inferred_from_rruff_id,MgH8SO8,Mg4 H32 S4 O32,14,P2_1/c,monoclinic,rruff_amcsd_0009275,rruff_amcsd_0009275,rruff,real_spectra/MgH8SO8_14/MgH8SO8_14.xy,real_spectra/MgH8SO8_14/MgH8SO8_14.cif,,5.0,90.0,8501,5.0,334.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__000584,opXRD:000584,MgHO_1,real_spectra,experimental,opXRD,opxrd,584,,not_recorded_in_manifest,MgHO,Mg1 H1 O1,1,P1,triclinic,opxrd_000584,opxrd_000584,opxrd,real_spectra/MgHO_1/MgHO_1.xy,real_spectra/MgHO_1/MgHO_1.cif,,5.0,89.99,8500,3.0,3670.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R050511-1,RRUFF:R050511-1,MgPH16NO10_31,real_spectra,experimental,RRUFF,rruff,R050511-1,https://rruff.info/R050511,inferred_from_rruff_id,MgPH16NO10,Mg2 P2 H32 N2 O20,31,Pmn2_1,orthorhombic,rruff_amcsd_0009807,rruff_amcsd_0009807,rruff,real_spectra/MgPH16NO10_31/MgPH16NO10_31.xy,real_spectra/MgPH16NO10_31/MgPH16NO10_31.cif,,5.0,90.0,8501,14.0,467.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R050664-1,RRUFF:R050664-1,Mn13Si2SbO24_157,real_spectra,experimental,RRUFF,rruff,R050664-1,https://rruff.info/R050664,inferred_from_rruff_id,Mn13Si2SbO24,Mn39 Si6 Sb3 O72,157,P31m,trigonal_hex,rruff_amcsd_0001397,rruff_amcsd_0001397,rruff,real_spectra/Mn13Si2SbO24_157/Mn13Si2SbO24_157.xy,real_spectra/Mn13Si2SbO24_157/Mn13Si2SbO24_157.cif,,5.0,90.0,8501,29.0,451.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R060935-1,RRUFF:R060935-1,Mn2PO4F_15,real_spectra,experimental,RRUFF,rruff,R060935-1,https://rruff.info/R060935,inferred_from_rruff_id,Mn2PO4F,Mn16 P8 O32 F8,15,C2/c,monoclinic,rruff_amcsd_0009440,rruff_amcsd_0009440,rruff,real_spectra/Mn2PO4F_15/Mn2PO4F_15.xy,real_spectra/Mn2PO4F_15/Mn2PO4F_15.cif,,5.0,90.0,8501,37.0,238.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
opxrd__000315,opXRD:000315,Mn2Si2SnBHO9_1,real_spectra,experimental,opXRD,opxrd,315,,not_recorded_in_manifest,Mn2Si2SnBHO9,Mn2 Si2 Sn1 B1 H1 O9,1,P1,triclinic,opxrd_000315,opxrd_000315,opxrd,real_spectra/Mn2Si2SnBHO9_1/Mn2Si2SnBHO9_1.xy,real_spectra/Mn2Si2SnBHO9_1/Mn2Si2SnBHO9_1.cif,,5.0,90.0,8501,0.0,100.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R060447-1,RRUFF:R060447-1,Mn3Al2(SiO4)3_230,real_spectra,experimental,RRUFF,rruff,R060447-1,https://rruff.info/R060447,inferred_from_rruff_id,Mn3Al2(SiO4)3,Mn24 Al16 Si24 O96,230,Ia-3d,cubic,rruff_amcsd_0002776,rruff_amcsd_0002776,rruff,real_spectra/Mn3Al2(SiO4)3_230/Mn3Al2(SiO4)3_230.xy,real_spectra/Mn3Al2(SiO4)3_230/Mn3Al2(SiO4)3_230.cif,,5.0,90.0,8501,24.0,611.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R060425-1,RRUFF:R060425-1,Mn3B7ClO13_29,real_spectra,experimental,RRUFF,rruff,R060425-1,https://rruff.info/R060425,inferred_from_rruff_id,Mn3B7ClO13,Mn12 B28 Cl4 O52,29,Pca2_1,orthorhombic,rruff_amcsd_0011067,rruff_amcsd_0011067,rruff,real_spectra/Mn3B7ClO13_29/Mn3B7ClO13_29.xy,real_spectra/Mn3B7ClO13_29/Mn3B7ClO13_29.cif,,5.0,90.0,8501,33.0,385.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
rruff__R040090-1,RRUFF:R040090-1,Mn3O4_141,real_spectra,experimental,RRUFF,rruff,R040090-1,https://rruff.info/R040090,inferred_from_rruff_id,Mn3O4,Mn12 O16,141,I4_1/amd,tetragonal,rruff_amcsd_0002024,rruff_amcsd_0002024,rruff,real_spectra/Mn3O4_141/Mn3O4_141.xy,real_spectra/Mn3O4_141/Mn3O4_141.cif,,5.0,89.99,8500,47.0,402.0,true,false,false,fit_quality_filtered,[],Real experimental spectrum with curated source mapping.
